date,lift_id,lift_name,sets,reps,weight,notes,flag,source
2026-02-06,hammer_curl,Hammer Curl,3,12,30.0,try 35,,2025-11
2026-02-06,overhead_triceps_extension,Overhead Triceps Extension,3,15,40.0,go up,,2025-11
2026-02-06,pallof_press,Pallof Press,2,12,40.0,,,2025-11
2026-02-06,rear_delt_fly,Rear Delt Fly,3,12,12.5,,,2025-11
2026-02-06,row,Row,3,10,165.0,go 170,,2025-11
2026-02-08,box_jumps,Box Jumps,3,4,0.0,"18"" 3x4. feel fast",,2026-02
2026-02-08,db_incline_press,Dumbbell Incline Press,3,10,60.0,60 3x10,,2026-02
2026-02-08,seated_hamstring_curl,Seated Hamstring Curl,3,12,110.0,"110 3x12, go 115",,2026-02
2026-02-08,weighted_pull_ups,Weighted Pull-Ups,3,7,0.0,3x7,,2026-02
2026-02-11,barbell_bench_press,Barbell Bench Press,3,5,185.0,185 3x5 ok,,2026-02
2026-02-11,glute_kickback,Glute Kickback,2,12,120.0,120 2x12 good. height 4. feel glute to hamstring on push,,2026-02
2026-02-11,incline_db_curl,Incline DB Curl,3,10,30.0,30 3x10,,2026-02
2026-02-11,rdl,Romanian Deadlift,3,10,185.0,185 3x10,,2026-02
2026-02-11,row,Row,3,10,170.0,170 3x10 stay,,2026-02
2026-02-11,straight_arm_pulldown,Straight Arm Pulldown,3,15,55.0,55 3x15,,2026-02
